0, 6.550315845288209e-14
0, 7.083222897108248e-14
1, 0.4613770443490307
4, 1.8455081773959205
4, 1.8455081773959148
7, 3.229639310442817
4, 1.845508177395928
7, 3.2296393104428147
10, 4.613770443489707
5, 2.306885221744881
8, 3.229639310442812
10, 3.6910163547917754
14, 5.075147487838672
8, 3.691016354791779
14, 5.572219653111702
16, 5.461068303876907
16, 5.461068303876906
16, 6.459278620885565
17, 6.920655665234527
22, 8.304786798281423
21, 7.306576481272765
23, 7.767953525621729
24, 8.229330569970694
23, 7.76795352562173
24, 8.229330569970694
