0, 6.417089082333199e-14
2, 0.9227540886979922
3, 1.3841311330469548
1, 0.46137704434903115
4, 1.8455081773959194
7, 2.7682622660938434
2, 0.922754088697991
5, 2.306885221744882
9, 4.152393399140748
7, 2.7682622660938527
11, 4.613770443489703
14, 4.538314215178973
15, 5.997901576536599
12, 5.07514748783867
14, 4.999691259527941
16, 5.572219653111701
14, 5.572219653111704
20, 7.306576481272764
20, 6.845199436923799
20, 7.306576481272763
21, 7.306576481272764
22, 7.767953525621728
22, 7.767953525621728
