0, 371.77508568763733
2, 475.55924248695374
3, 642.0704352855682
1, 373.6481239795685
4, 838.992392539978
7, 747.0576894283295
2, 1350.4751334190369
5, 1024.6804158687592
9, 640.8788645267487
7, 369.6086869239807
11, 508.40563464164734
14, 862.9825263023376
15, 789.7570588588715
12, 871.2781937122345
14, 754.8736367225647
16, 841.4982135295868
14, 856.3575692176819
20, 1076.2510771751404
20, 714.5173196792603
20, 744.0414843559265
21, 568.9137892723083
22, 465.7662606239319
22, 1007.6591982841492
