0, 7.070616696258235
0, 7.839700364659276
1, 7.84896553713334
4, 9.18044023551239
4, 9.279997912423523
7, 8.346713479052404
4, 6.817485149446337
7, 8.509739770399236
10, 7.04309519873881
5, 4.730682214446182
8, 6.640284501061717
10, 8.13970623612465
14, 6.274702310763991
8, 7.764211052081544
14, 9.28835929636343
16, 6.483648625980146
16, 6.589896358950967
16, 8.929805673282885
17, 8.895085542963983
22, 10.611110832438346
21, 10.985809492259119
23, 9.470547649223171
24, 9.685308868297767
23, 9.397665065032278
24, 9.898431155490533
