0, 16.623748779296875
0, 16.560911655426025
1, 16.52287745475769
4, 16.610825061798096
4, 16.517608404159546
7, 16.509308576583862
4, 16.971303939819336
7, 16.537593603134155
10, 16.528907299041748
5, 16.53561234474182
8, 16.54073405265808
10, 16.54106616973877
14, 16.555627584457397
8, 16.52438497543335
14, 16.586122512817383
16, 16.536996126174927
16, 16.506722450256348
16, 16.541576623916626
17, 16.52599573135376
22, 16.52584671974182
21, 16.514269828796387
23, 17.092115879058838
24, 16.578918933868408
23, 16.515381336212158
24, 16.54428195953369
