0, 5.425135784571021
2, 0.6132683430543927
3, 5.884177600420472
1, 5.204622623020282
4, 1.8222006616655353
7, 4.288787927589248
2, 3.2810781709894954
5, 1.012653969307692
9, 2.4129281438469175
7, 4.385658961744579
11, 4.756802272223325
14, 0.8401920716105417
15, 8.175149653539195
12, 5.002329623551746
14, 1.4907311821898845
16, 3.6033326314172607
14, 3.226247923493219
20, 4.145482734727123
20, 1.2580900378527533
20, 1.3647857322387953
21, 2.60187846679741
22, 2.401362680487247
22, 1.933029735391255
